age,income,credit_score,loan_amount,debt_to_income_pct,num_dependents,years_employed,account_balance,num_prev_loans,monthly_expenses,gender,employment_status,education_level,loan_purpose,region,marital_status,application_year,loan_duration_months,application_date,loan_default
59,39594.68,745,163285.98,49.89,6,3,,3,12487.58,Female,Full-Time,Master,Education,Central,Single,2014,84,6/12/2014,1
73,126656.12,522,14217.25,19.88,5,1.3,4884.5,1,27435.52,Male,Full-Time,,Business,North,,2022,60,17/09/2022,1
26,13258.71,594,14226.4,30.48,5,3.3,7194.53,5,4182.85,Male,Unemployed,Bachelor,Personal,West,Married,2018,48,20/08/2018,0
28,81704.3,613,16223.38,30.52,1,2.1,3197.13,8,16013.37,Male,Unemployed,Master,Home,West,Married,2011,24,7/03/2011,1
39,41562.71,666,11963.05,59.4,6,0.3,5750.41,3,,Female,Full-Time,,Car,Central,Married,2014,36,2/09/2014,1
51,70066.19,588,18080.32,7.78,6,0.4,28890.46,3,27979.16,Male,Retired,Bachelor,Home,Central,Divorced,2015,60,1/12/2015,0
28,51552.39,611,5021.46,39.1,6,1.7,2673.18,2,9678.82,Female,Self-Employed,High School,Home,South,Married,2022,48,3/08/2022,0
49,,476,9734.29,7.3,2,2.6,742.11,9,4983.34,Female,Full-Time,Bachelor,Personal,East,Single,2014,84,11/03/2014,1
32,36880.74,516,22960.09,3.82,6,,6367.53,5,,Female,Unemployed,PhD,Home,East,Married,2018,60,16/01/2018,1
60,49770.71,520,8159.07,24.47,2,1,1098.4,8,15276.01,Female,Full-Time,,Personal,Central,Married,2017,24,1/11/2017,1
39,36568.25,571,7842.55,5.41,2,5.8,2383.12,5,7026.39,Male,Unemployed,Master,Car,Central,Divorced,2015,48,2/11/2015,0
20,41492.75,620,9194.39,26.61,6,8.9,2752.97,4,11231.87,Male,Retired,Bachelor,Business,Central,,2012,48,23/03/2012,0
31,98785.63,720,21641.88,30.54,5,8.1,6271.1,2,34869.5,Male,Part-Time,Master,Business,East,Married,2011,60,1/09/2011,0
19,53860.31,738,12153.44,13.31,6,6.5,4843.8,2,18404.13,Female,Full-Time,PhD,Home,West,,2013,24,7/02/2013,0
65,47544.72,659,15754.74,50.42,6,5.7,7452.4,6,14381.38,Male,Full-Time,Bachelor,Car,South,Married,2022,60,19/11/2022,1
55,106978.42,602,21622.21,29.49,0,9.4,8260.03,0,,Female,Full-Time,Master,Education,South,Single,2018,60,16/01/2018,0
50,15780.14,710,18308.32,6.94,2,4.1,41368.49,6,,Female,Part-Time,High School,Personal,West,Married,2021,36,11/04/2021,0
59,15887.57,526,12980.92,10.63,,,34891.55,7,2855.03,Male,Self-Employed,High School,Home,West,Single,2019,36,15/10/2019,1
23,36655,718,22878.3,44.08,0,,7845.34,3,9875.67,Female,Full-Time,Bachelor,Business,South,,2017,36,7/07/2017,0
58,17609.37,598,13791.6,42.76,0,5.3,1323.33,0,3689.23,Male,Full-Time,High School,Business,North,Single,2024,36,27/09/2024,0
56,61710.23,568,8563.7,29.55,1,4.9,5006.07,2,,Female,Self-Employed,High School,Education,South,Divorced,2023,60,1/11/2023,0
42,13878.2,661,6624.79,63.53,5,0.5,9945.19,7,2365.07,Male,Full-Time,Master,Education,South,Married,2016,36,3/06/2016,1
51,19450.03,825,3897.86,31.24,1,0.4,1666.83,7,7272.1,Female,Self-Employed,,Education,South,Married,2011,60,11/11/2011,1
28,47255.39,632,16212.88,20.83,3,0.1,1898.49,7,16845.22,Female,Part-Time,High School,Business,East,Widowed,2020,60,13/09/2020,1
63,49452.24,697,24012.46,38.79,0,6.1,13011.23,8,13512.31,Female,Full-Time,High School,Personal,East,Married,2022,24,17/08/2022,1
54,125500.79,579,22731.19,22.94,5,0.8,,9,25012.82,Male,Full-Time,High School,Education,South,Widowed,2017,36,16/04/2017,1
58,132850.83,808,11007.37,43.12,3,2.2,5259.07,1,34942.57,Female,Full-Time,Bachelor,Car,West,,2012,36,18/07/2012,0
24,20877.54,681,8297.1,17.62,,0.3,13614.29,7,3932.31,Female,Full-Time,PhD,Car,North,Married,2011,36,1/02/2011,0
74,34089.58,744,37211.34,22.58,2,2.3,1759.68,0,6811.44,Male,Retired,High School,Home,West,Married,2012,36,10/02/2012,0
63,37415.15,729,4056.94,34.23,1,7.4,1955.28,9,6457.77,Male,Full-Time,High School,Medical,North,,2019,48,4/07/2019,0
65,88477.07,694,11275.01,43.35,2,3.9,6839.34,4,28547.57,Female,Full-Time,,Business,South,Married,2022,36,26/01/2022,0
39,39124.24,597,14248.49,38.71,,2.7,478.83,9,8971.38,Male,Full-Time,High School,Car,South,Widowed,2019,36,11/12/2019,1
65,15480.77,601,12258.06,11.87,3,14.5,1060.84,4,,Female,Full-Time,High School,Home,East,Married,2018,60,1/03/2018,0
27,35639.04,771,5521.23,40.09,1,2.4,4953.45,4,,Male,Full-Time,High School,Home,North,Single,2019,60,4/03/2019,0
23,,605,18310.55,18.69,3,3.4,2584.58,1,10547.39,Male,Full-Time,Bachelor,Medical,East,Married,2020,24,13/05/2020,0
66,79383.72,632,15630.38,33.37,0,2.9,7801.36,6,18421.86,Female,Self-Employed,Bachelor,Personal,North,Married,2020,84,28/07/2020,0
18,,546,10558.1,28.06,5,0.2,1950.59,9,13194.12,Male,Unemployed,Master,Car,North,,2016,60,11/01/2016,1
51,26700.53,672,6669.32,26.18,5,22.8,4214.72,9,6419.14,Male,Part-Time,Master,Education,Central,Married,2016,60,8/12/2016,0
31,13954.77,769,8275.48,36.08,2,0.8,5496.78,8,,Male,Full-Time,,Car,East,Married,2022,36,8/08/2022,0
53,130563.28,619,4558.83,36.14,3,1.4,11613.62,5,36381.96,Female,Retired,High School,Car,Central,Single,2015,36,11/04/2015,1
44,73283.13,632,71887.56,39.76,0,5.2,3877.32,2,14298.61,Female,Retired,Master,Education,East,Divorced,2018,84,20/11/2018,1
26,25886.19,738,4945.68,38.73,4,9.4,733.49,5,8135.18,Female,Full-Time,Bachelor,Business,Central,Single,2020,60,13/09/2020,0
72,10275.21,705,74627.32,54.08,0,2.6,9907.73,9,1766.43,Female,Full-Time,Bachelor,Personal,East,Married,2012,60,9/12/2012,0
48,55529.36,640,19004.46,52.21,3,2.6,7628.77,6,10343.67,Male,Unemployed,Bachelor,Home,Central,Divorced,2015,48,2/08/2015,1
34,101137.87,637,6046.37,31.41,3,1.4,,0,35271.36,Male,Retired,High School,Personal,East,Married,2018,48,24/06/2018,0
70,63761.02,732,10941.3,35.67,3,7.8,449.71,7,11569.3,Male,Self-Employed,,Education,North,Single,2018,36,7/12/2018,0
60,33230.13,575,31371.77,29.02,3,8.4,99790.8,9,12332.48,Male,Self-Employed,High School,Personal,East,,2021,12,11/11/2021,1
53,33709.97,824,11377.91,16.24,6,6.4,16574.76,0,11553.62,Male,Part-Time,,Car,West,Divorced,2021,48,6/07/2021,0
38,46501.55,671,13270.98,9.27,3,0.3,5887.97,3,12919.07,Male,Full-Time,Bachelor,Car,West,Divorced,2017,60,1/05/2017,0
58,25928.36,637,16815.08,40.26,0,8.5,10885.12,6,8059.78,Female,Retired,Master,Education,West,,2016,48,20/11/2016,0
45,45296.42,802,14111.16,42.88,2,1.6,8052.04,6,11656.45,Female,Unemployed,Bachelor,Car,East,Single,2012,48,21/04/2012,0
33,79613.29,530,15136.04,22.43,6,2.6,4575.6,7,20181.37,Male,Full-Time,High School,Car,East,Married,2016,60,25/03/2016,1
52,49209.65,684,9788.38,29.95,0,11.9,92263.86,5,13001.47,Male,Full-Time,Bachelor,Car,West,Married,2022,60,18/08/2022,0
53,71081.19,519,33679.97,61.97,6,3,2351.24,6,20048.8,Female,Self-Employed,Bachelor,Business,North,Married,2011,36,1/06/2011,1
73,59293.98,645,8660.45,23.89,2,4.3,4722.7,7,10003.08,Female,Full-Time,Bachelor,Education,West,Married,2023,60,4/12/2023,0
52,99213.53,644,18190.03,37.12,1,15.7,2272.97,7,25178.64,Female,Full-Time,High School,Personal,North,Single,2018,48,17/03/2018,1
62,65219.89,698,13011.9,1.98,5,,2744.18,7,22145.43,Male,Self-Employed,High School,Medical,East,Married,2019,36,18/02/2019,0
74,20454.1,643,7248.06,59.66,5,3,3238.18,3,5126.91,Male,Full-Time,High School,Business,West,Single,2018,36,21/10/2018,0
72,47312.87,651,10585.57,6.59,1,3.9,12996.36,9,18907.23,Male,Full-Time,Bachelor,Education,East,Single,2013,84,13/02/2013,1
23,33797.02,479,17846.57,5.79,3,1.9,9366.28,7,6591.96,Female,Retired,Bachelor,Car,North,Single,2024,60,8/01/2024,1
49,94961,707,3578.6,18.07,6,1.5,7125.95,7,35570.29,Male,Part-Time,High School,Personal,South,Married,2017,36,23/08/2017,0
39,49966.53,783,12834.63,39.88,3,0.2,31602.42,4,9709.91,Female,Retired,Bachelor,Personal,North,Divorced,2023,48,22/02/2023,0
20,19244.71,693,66595.89,10.46,2,0.5,26553.2,8,3710.79,Male,Full-Time,Bachelor,Personal,West,Divorced,2020,36,10/07/2020,1
52,58661.2,662,16557.94,7.66,3,0.6,3199.02,3,11491.13,Male,Retired,Bachelor,Home,West,Single,2012,36,16/02/2012,0
33,44295.98,793,75389.16,17.67,3,2.3,1594.92,9,,Female,Part-Time,Bachelor,Home,East,Widowed,2023,36,6/09/2023,1
59,67269.67,657,26438.53,36.03,3,0.2,7669.71,5,23847.14,Female,Full-Time,,Education,North,Married,2024,36,11/03/2024,1
42,155799.07,673,24065.33,31.44,6,7.7,16073.24,5,42969.41,Male,Full-Time,,Business,East,Divorced,2019,48,13/07/2019,0
56,22688.71,567,15998.57,16.68,3,10.4,4626.53,7,3834.01,Male,Full-Time,PhD,Medical,East,Single,2020,36,22/05/2020,1
28,,663,23603.75,27.03,3,6.4,6122.78,7,25635.68,Female,Retired,,Medical,Central,Married,2017,24,28/06/2017,1
27,167042.67,625,12747.65,32.71,1,0.1,8394.01,4,33201,Female,Unemployed,,Medical,Central,Married,2024,60,10/02/2024,1
56,39873.4,625,10215.63,45.95,6,11.5,,8,10963.84,Male,Part-Time,High School,Car,Central,Married,2023,48,28/01/2023,1
41,99770.57,666,16380.88,30.47,4,20.5,48036.79,2,,Female,Full-Time,High School,Personal,South,Single,2012,60,7/01/2012,0
55,25996.48,599,5314.78,14.72,6,1.3,40891.09,5,6227.76,Female,Full-Time,High School,Business,East,Married,2016,24,28/06/2016,0
50,87334.92,739,11901.95,23.17,6,4.9,4214.33,2,32856.04,Male,Full-Time,High School,Car,Central,Married,2020,24,24/04/2020,0
34,26271.86,441,49588.42,13.64,1,8.5,3274.71,9,,Female,Full-Time,Bachelor,Home,South,,2019,60,21/07/2019,1
53,139207.28,690,17806.78,59.08,6,7.7,3443.55,1,50867.55,Male,Retired,Bachelor,Personal,North,Single,2022,84,3/03/2022,0
52,56191.37,678,6972.23,9.66,0,6.3,,4,12218.57,Female,Full-Time,,Business,South,Widowed,2019,36,2/02/2019,0
23,11922.91,684,4970.39,16.75,1,0.2,4067.49,4,2342.21,Male,Part-Time,High School,Personal,South,Married,2020,48,1/07/2020,0
62,45324.02,587,18125.55,22.82,,4.4,,9,9027.14,Male,Full-Time,PhD,Car,North,Married,2018,48,8/09/2018,0
49,211518.55,767,16739.72,32.25,3,0.7,1205.34,3,45660.77,Male,Self-Employed,Bachelor,Car,Central,,2023,48,7/03/2023,0
43,55891.28,657,20614.17,5.12,5,10,21416.91,7,13833.73,Non-Binary,Unemployed,Master,Home,East,Married,2022,84,18/11/2022,0
69,17866.79,494,9351.53,43.5,6,1,1573.64,6,3769.3,Female,Retired,High School,Car,Central,Divorced,2012,60,8/10/2012,1
42,43400.11,737,14620.12,10.37,4,4.6,1083.65,7,8246.74,Female,Self-Employed,Master,Car,South,Widowed,2022,84,22/03/2022,0
48,152313.92,668,5415.98,40.7,1,0.5,3757.02,3,25750.17,Female,Part-Time,PhD,Car,Central,Married,2022,60,8/06/2022,1
62,22238.88,620,31241.86,41.88,5,3.4,5846.96,5,6983.86,Female,Self-Employed,High School,Medical,South,Married,2018,36,13/01/2018,1
72,50001.25,672,3359.64,48.08,1,1.1,8774.83,4,19696.8,Male,Full-Time,,Home,West,Single,2017,12,11/05/2017,0
68,90144.11,517,4844.04,36.48,6,,5765.81,3,20054,Female,Full-Time,Bachelor,Car,North,Single,2023,60,8/11/2023,0
20,39584.7,680,16263.08,23.35,5,8.6,4228.1,5,7507.92,Female,Retired,Master,Education,Central,Married,2019,24,2/01/2019,1
29,45212.45,708,68488.14,5.76,2,9.9,1840.21,0,,Female,Self-Employed,Bachelor,Car,East,Married,2021,60,17/02/2021,0
68,52078.79,637,15623.16,21.99,5,1.2,27236.3,3,9516.35,Male,Unemployed,Bachelor,Medical,West,Married,2014,48,6/01/2014,0
63,69503.28,512,15953.48,13.5,2,6.2,21213,6,16129.5,Male,Full-Time,PhD,Home,West,Single,2020,36,18/12/2020,0
58,23637.87,609,41024.34,13.16,0,1.8,2051.15,2,8812.46,Male,Full-Time,,Personal,Central,Single,2016,84,5/10/2016,1
42,61209.5,657,21310.87,59.15,2,10.6,1106.3,1,20092.68,Male,Part-Time,High School,Car,West,Married,2016,24,25/09/2016,1
34,92997.58,629,10050.11,42.69,6,13.3,14643.7,0,29918.59,Male,Unemployed,Bachelor,Business,South,Single,2021,60,4/01/2021,0
53,67129.23,681,7586.53,27.63,6,,4892.38,3,12405.8,Male,Full-Time,PhD,Medical,South,Single,2021,60,22/06/2021,0
53,,524,9990.32,27.81,3,4.5,1971.11,9,19686.84,Male,Full-Time,Bachelor,Home,West,Married,2022,84,10/03/2022,1
36,,702,40976.03,14.32,0,3.2,7332.65,4,11627.05,Male,Self-Employed,Master,Business,East,Married,2022,60,10/06/2022,0
61,47647.54,610,5078.84,62.35,0,0.1,6327.06,3,,Non-Binary,Full-Time,,Education,West,Divorced,2011,60,13/02/2011,1
74,51413.72,686,4689.76,28.28,4,12.2,1020.6,4,18173.68,Female,Unemployed,Bachelor,Home,West,Married,2024,36,16/08/2024,0
19,26934.56,777,29840.49,19.68,1,,6904.2,6,5202.39,Female,Retired,High School,Education,Central,Married,2015,48,21/07/2015,0
34,92900.38,753,9406.9,10.1,5,3.4,5167,0,22995.98,Female,Full-Time,Master,Education,North,Single,2020,48,28/12/2020,1
47,37349.76,626,10306.71,15.14,0,2.6,2759.74,7,8896.41,Male,Unemployed,High School,Car,Central,,2013,48,6/02/2013,0
64,28548.94,756,1755.27,23.94,,11.5,2582.28,5,7380.65,Female,Full-Time,Bachelor,Medical,Central,Married,2016,24,6/09/2016,1
52,108269.26,584,5299.25,49.73,3,11.2,2987.02,9,20744.18,Female,Unemployed,High School,Business,West,Single,2016,60,16/11/2016,1
69,46497.94,683,25615.68,22.19,5,0.6,4543.93,7,7754.51,Male,Self-Employed,High School,Car,West,,2017,60,13/07/2017,0
53,44607.27,487,11416.78,21.11,3,2.7,2805.8,9,15065.36,Male,Retired,Bachelor,Personal,North,Single,2021,36,9/02/2021,0
71,54316.33,745,7553.38,44.05,6,0.2,20362.5,6,12739.11,Male,Full-Time,High School,Personal,Central,Married,2022,48,26/02/2022,1
50,42591.36,750,24567.07,11.39,1,4,18232.62,3,13523.98,Female,Full-Time,High School,Personal,East,Single,2018,60,8/09/2018,0
21,42111.51,653,83903.08,7.14,4,7.1,,5,12352.9,Female,Full-Time,PhD,Medical,East,Married,2024,48,3/05/2024,0
72,21426.64,653,4402.87,37.03,5,1.8,7002.21,4,6804.06,Male,Part-Time,High School,Home,East,,2020,48,5/03/2020,0
71,42451.22,747,10859.34,29.52,6,4.7,15111.91,4,8292.41,Female,Unemployed,Bachelor,Medical,Central,Single,2012,84,14/08/2012,0
42,,571,19733.92,49.48,2,6.6,3223.01,4,6769.56,Male,Self-Employed,High School,Personal,West,Single,2018,48,21/05/2018,1
72,70951.47,741,16159.65,39.11,5,3.4,37965.16,7,19534.88,Male,Full-Time,,Home,North,Single,2016,12,7/01/2016,0
45,97186.7,571,31097.76,28.1,0,1.8,2679.96,7,19917.65,Female,Full-Time,Master,Personal,Central,Married,2021,48,6/07/2021,1
70,47186.88,746,25250.22,16.96,2,4.9,1874.7,1,8090.66,Female,Self-Employed,High School,Car,East,Single,2010,36,25/11/2010,1
39,41045.94,797,3001.16,16.3,2,1.6,10967.43,6,11222.72,Female,Unemployed,Bachelor,Education,West,Married,2020,12,13/02/2020,1
42,57242.5,766,4804.87,12.91,4,2.1,5253.11,2,15255.9,Male,Full-Time,Bachelor,Car,West,Married,2024,24,14/10/2024,0
74,72136.13,656,50835.21,19.35,4,15.5,603.08,8,17714.05,Male,Retired,Bachelor,Car,South,Married,2020,84,27/04/2020,1
29,55134.57,585,17392.66,38.36,6,0.5,9553.81,0,21947.41,Male,Self-Employed,High School,Business,East,Divorced,2015,12,21/07/2015,0
33,42552.17,641,27845.39,20.99,,5.9,1820.46,1,9182.04,Male,Part-Time,High School,Education,Central,Married,2023,60,25/11/2023,0
34,105126.03,761,18522.46,37.79,3,6.4,1428.48,0,19875.06,Male,Full-Time,,Home,Central,Divorced,2023,84,4/04/2023,1
72,83886.08,700,5748.3,68.94,4,2.9,46375.19,7,27429.54,Male,Part-Time,Bachelor,Home,Central,Single,2018,48,17/04/2018,0
48,,601,16800.98,75.05,1,,,7,4068.4,Male,Self-Employed,High School,Home,North,Married,2012,24,22/06/2012,1
32,37230.76,650,5530.06,42.31,4,0.1,1761.73,8,6306.35,Male,Full-Time,Bachelor,Medical,Central,,2022,84,1/11/2022,1
30,29946.61,735,6926.16,55.84,5,11.8,1020.42,8,9539.46,Male,Self-Employed,High School,Business,Central,Married,2024,60,10/08/2024,1
57,67890.17,507,32687,24.79,6,0.8,2644.33,6,11781.93,Male,Self-Employed,Bachelor,Home,North,Widowed,2019,60,22/04/2019,1
38,73431.8,535,8349.48,20.97,0,10.8,16373.35,6,14989.83,Female,Full-Time,Bachelor,Personal,South,Single,2022,60,1/10/2022,1
19,21824.07,380,48495.23,28.7,3,2.5,13804.74,7,,Female,Self-Employed,Master,Business,South,Married,2010,84,17/08/2010,0
25,41955.61,807,14254.34,3.51,3,6.8,3152.26,0,,Female,Part-Time,Bachelor,Home,West,Married,2019,36,21/06/2019,0
59,89300.75,519,21571.87,17.21,1,0.4,14927.24,7,,Female,Retired,Bachelor,Business,South,Married,2023,60,16/11/2023,0
27,11401.43,573,5210.74,17.54,1,,14106.32,9,,Male,Full-Time,High School,Home,Central,Single,2022,36,7/11/2022,0
58,49089.78,713,15654.18,42.43,3,22.7,670.03,2,,Male,Full-Time,High School,Medical,Central,Single,2023,60,5/10/2023,1
52,16879.34,739,3597.23,38.5,1,3.6,6459.91,5,5821.99,Female,Part-Time,High School,Car,East,Single,2017,48,8/09/2017,0
60,37024.49,795,6641.14,11.9,6,8.2,39035.43,1,6457.08,Female,Part-Time,High School,Business,South,Single,2015,48,18/07/2015,0
35,43452.84,734,8314.17,38.39,5,8.8,3211.9,8,10089.5,Male,Unemployed,Master,Home,East,Married,2023,84,28/10/2023,0
68,61315.53,635,41530.69,12.91,6,9.1,11479.46,1,10725,Female,Full-Time,Bachelor,Medical,Central,Married,2023,36,16/02/2023,0
63,35934.39,547,11314.53,47.45,4,9.2,5628.05,4,12546.03,Female,Full-Time,,Business,West,Married,2017,48,8/01/2017,1
73,41930.79,640,9731.72,3.02,5,0.3,3928.79,9,8911.19,Female,Retired,High School,Car,West,Single,2018,48,3/10/2018,1
60,63664.81,643,19827.11,12.42,5,1.5,2750.72,6,14074.64,Female,Full-Time,High School,Personal,South,Single,2015,36,27/10/2015,1
49,38083.88,607,28669.85,30.7,5,16.6,20930.84,5,6671.58,Female,Retired,High School,Education,Central,Single,2024,36,17/02/2024,0
51,70163.58,755,20119.99,54.45,1,20.6,,1,14723.05,Male,Unemployed,,Home,South,Married,2011,24,8/04/2011,1
19,46475.7,649,7669.39,33.48,4,,7661,9,13540.01,Male,Retired,Bachelor,Car,South,Widowed,2019,60,24/11/2019,0
27,44888.51,605,9335.83,23.62,4,0.1,5022.84,9,15246.37,Male,Full-Time,High School,Business,Central,Married,2024,60,28/02/2024,1
40,38601.11,685,10589.49,46.78,6,6.5,5125.12,9,12668.52,Female,Retired,High School,Car,West,Married,2019,60,6/09/2019,1
71,160466.51,567,4068.49,13.55,5,10.6,5923.32,0,44843.76,Male,Self-Employed,Master,Personal,South,Single,2018,48,11/10/2018,0
29,,723,1667.87,27.28,1,3.1,13675.83,6,5901.49,Female,Full-Time,High School,Home,South,Married,2013,60,5/04/2013,0
60,,318,65475.92,35.63,6,1.7,15261.98,2,11693.63,Female,Full-Time,High School,Medical,Central,,2014,36,19/06/2014,1
35,100926.35,680,10074.02,9.87,3,0.2,3179.11,7,27113.09,Female,Full-Time,Bachelor,Education,East,Widowed,2023,36,19/10/2023,0
31,105744.98,591,5888.42,20.19,1,3.3,,2,35660.32,Male,Full-Time,High School,Education,West,Married,2023,24,26/01/2023,0
34,65962.52,526,7504.96,23.05,1,2.3,11615.04,9,18546.55,Female,Full-Time,,Business,Central,Widowed,2021,36,20/04/2021,1
32,78444.54,771,10251.49,23.01,0,4.7,5690.93,9,21193.2,Male,Self-Employed,Master,Business,West,Divorced,2017,48,25/07/2017,0
29,18427.74,638,22090.2,33.01,0,17.8,778.97,2,6637.07,Male,Full-Time,,Personal,Central,Married,2018,84,19/08/2018,0
33,102031.2,581,11435.16,18.28,0,5.4,16332.01,7,23200.22,Male,Retired,High School,Car,Central,Married,2010,48,14/04/2010,0
55,34081.27,726,7936.12,46.13,2,4.9,1231.16,8,10784.77,Female,Self-Employed,High School,Personal,West,Single,2013,60,20/01/2013,1
51,44605.12,850,16012.65,4.84,5,0.4,2992.31,8,9282.94,Male,Unemployed,High School,Personal,West,Married,2024,24,1/08/2024,0
57,,669,9253.84,18.78,6,3.5,11876.08,7,6205.92,Female,Full-Time,High School,Education,North,,2019,24,4/01/2019,0
50,76413.51,799,11859.27,18.28,3,4.6,,4,26614.1,Male,Retired,,Home,South,Married,2024,60,6/04/2024,0
21,77844.4,672,14631.25,35.06,5,4.8,8766.93,6,24086.04,Female,Retired,,Car,North,Married,2015,60,3/06/2015,0
35,33500.79,850,7033.96,34.28,3,,19436.74,9,12003.01,Male,Self-Employed,,Education,Central,Single,2020,48,3/08/2020,1
21,19041.78,732,6490.75,23.51,4,5.8,,1,3808.79,Female,Retired,PhD,Home,North,Married,2022,48,8/04/2022,0
66,22458.52,549,7822.83,62.15,2,8.8,5709.15,6,7254.56,Male,Full-Time,Bachelor,Medical,East,Married,2013,24,2/07/2013,0
28,62571.51,663,6307.11,28.51,5,1.1,3459.76,5,11723.58,Male,Full-Time,Bachelor,Car,West,Married,2015,60,2/12/2015,0
37,25861.59,605,12423.68,30.51,0,2.7,9815.79,6,5632.76,Female,Part-Time,Master,Car,South,Divorced,2023,60,16/08/2023,0
32,42180.51,562,12509.2,46.64,6,9.4,10928.59,3,16357.93,Female,Part-Time,Bachelor,Car,South,Widowed,2016,36,4/11/2016,1
63,26337.64,732,41213.02,18.29,5,1.8,532.83,9,9246.75,Female,Full-Time,High School,Home,North,Divorced,2015,24,24/06/2015,1
34,51309.08,487,4472.57,8.98,5,9.1,13601.32,7,18685.02,Female,Full-Time,Bachelor,Car,North,Single,2023,24,12/11/2023,0
67,26552.01,636,6568.24,19.94,4,1.2,1363.57,0,4711.58,Female,Full-Time,Bachelor,Education,West,Single,2017,24,3/01/2017,0
65,63804.84,609,2852.56,29.37,5,0.5,1479.95,3,17693.58,Male,Full-Time,Bachelor,Medical,West,Divorced,2023,60,2/10/2023,0
29,,636,15092.12,23.47,4,1,15760.93,0,17615.95,Male,Full-Time,Bachelor,Business,West,Married,2022,36,28/09/2022,0
59,54017.46,501,11045.35,15.66,3,2.1,6294.22,2,12527.52,Female,Unemployed,,Personal,South,Married,2021,48,19/07/2021,0
45,65000.25,570,9751.75,1.15,1,1.7,10981.87,8,11321.19,Female,Self-Employed,,Education,South,Divorced,2012,84,11/12/2012,1
65,31239.92,431,34391.74,30.07,,1.8,11724.1,4,6436.44,Female,Full-Time,High School,Home,South,Divorced,2011,60,18/08/2011,0
52,106858.99,544,8371.35,24.68,1,0.5,8184.89,0,19849.41,Male,Full-Time,,Home,North,Single,2022,48,1/01/2022,1
25,65463.24,685,15500.94,32.26,3,,5793.5,3,12131.24,Female,Full-Time,,Car,South,Divorced,2020,48,8/12/2020,0
44,26773.61,785,5605.45,58.52,0,3.8,10194.33,5,6968.4,Female,Self-Employed,,Car,West,Single,2015,36,11/08/2015,1
39,143110.43,654,12651.55,43.13,3,14.6,3093.68,1,49326.22,Male,Retired,PhD,Car,Central,,2017,60,7/05/2017,1
71,12735.75,538,24342.42,28.12,5,5.3,3159.68,4,4896.6,Female,Full-Time,High School,Home,East,Single,2014,36,7/02/2014,0
74,95113.8,539,11851,35.38,3,6.9,61608.12,8,22051.96,Non-Binary,Self-Employed,,Home,North,Single,2017,48,20/01/2017,1
41,23733.86,688,19831.76,30.89,6,0.9,3591.66,8,4568.03,Female,Full-Time,Bachelor,Car,Central,Married,2014,12,25/05/2014,1
19,50456.1,815,5267.16,10.68,2,1.7,3496.12,8,11340.94,Male,Full-Time,High School,Car,North,Married,2024,48,1/09/2024,0
48,101211.37,691,4888.86,55.33,4,3.4,46295.06,3,22634.86,Female,Full-Time,Bachelor,Home,South,Single,2023,60,14/01/2023,0
39,21679.9,738,23721.59,12.4,1,1.9,9968.46,4,7018.8,Male,Part-Time,,Personal,East,Married,2023,36,16/12/2023,0
18,61168.14,635,19175.25,6.61,5,0.5,6676.5,3,22148.69,Female,Full-Time,PhD,Business,North,Single,2012,36,22/07/2012,0
31,14965.15,583,29008.52,48.95,0,4.6,10243.6,3,2636.17,Female,Retired,,Home,West,Single,2012,84,2/05/2012,0
42,41283.97,539,18889.5,32.97,4,,1490.74,4,14803.58,Male,Unemployed,Master,Home,West,,2017,24,5/10/2017,1
53,116022.14,736,29333.27,16.33,0,1.8,4300.27,4,31413.82,Male,Self-Employed,High School,Home,South,Single,2010,60,19/12/2010,0
53,43223.37,730,3500.55,11.38,6,6.5,6415.9,5,8482.38,Male,Unemployed,High School,Home,West,,2021,12,6/04/2021,0
20,,668,6962.54,29.77,,1.8,4691.2,8,25689.29,Male,Full-Time,High School,Personal,Central,Married,2014,48,1/12/2014,0
18,20123.99,707,15953.4,41.27,4,9.4,24914.32,8,4376.42,Male,Unemployed,,Car,North,Single,2020,36,23/11/2020,0
36,63186.4,629,12373.17,6.23,0,2.6,2271.36,1,15869.8,Female,Unemployed,,Business,South,Married,2019,84,27/09/2019,0
59,40485.02,673,37646.6,52.9,6,,17878.28,9,8338.29,Male,Self-Employed,Master,Home,West,,2018,48,19/04/2018,1
71,56134.3,598,19275.69,10.85,6,1.8,,0,10074.49,Male,Self-Employed,Bachelor,Car,Central,Married,2023,48,27/06/2023,0
47,32617.45,484,14090.23,36.31,4,17.1,960.63,6,9941.92,Non-Binary,Self-Employed,Bachelor,Personal,Central,,2016,48,14/05/2016,1
29,85845.87,616,13672.43,44.62,4,10.8,2620.64,3,18513.03,Female,Self-Employed,High School,Business,Central,Single,2022,12,16/09/2022,0
27,48882.87,562,3648.79,22.56,,1,9378.49,4,8618.93,Female,Full-Time,Master,Home,East,Single,2020,36,11/04/2020,1
28,113289.15,625,21087.33,29.78,6,7.4,1909.52,3,20656.56,Female,Full-Time,Bachelor,Personal,North,Divorced,2012,36,11/03/2012,0
61,29014.8,596,21790.06,42.78,5,8,4121.7,0,7442.54,Female,Full-Time,Bachelor,Home,West,Single,2015,60,13/01/2015,0
51,34813.18,686,25779.27,36.57,1,1.4,987.94,0,8126.96,Male,Full-Time,High School,Car,West,Single,2012,36,11/07/2012,0
47,11674.89,620,9424.48,44.74,2,4.6,16468.97,1,2854.67,Female,Full-Time,High School,Medical,South,Married,2019,60,1/12/2019,1
